@relation features-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute doesHaveLinks {False,True}
@attribute doesHaveSpammyWords {False,True}
@attribute lengthOfText numeric
@attribute numberOfSymbols numeric
@attribute numberOfWordsContainingLettersAndNumbers numeric
@attribute classlabel {ham,spam}

@data
True,False,152,9,0,spam
False,False,29,1,0,ham
False,False,154,8,0,ham
False,False,45,1,0,ham
False,False,24,0,0,ham
False,False,69,2,0,ham
False,False,141,13,0,ham
False,False,114,3,0,ham
False,False,132,7,0,ham
False,False,85,4,0,ham
False,False,75,0,0,ham
False,False,32,1,0,ham
False,False,37,1,0,ham
False,False,122,1,0,ham
False,False,136,12,0,spam
False,False,19,1,0,ham
False,False,106,4,0,ham
False,False,67,5,0,ham
False,False,51,3,0,ham
False,False,40,1,0,ham
False,False,40,3,0,ham
False,False,28,4,0,ham
True,False,163,10,0,spam
False,True,159,6,0,spam
False,False,152,6,0,ham
False,False,17,3,0,ham
False,False,138,6,0,ham
False,False,60,2,0,ham
False,False,28,0,0,ham
False,False,142,4,0,ham
False,False,139,16,0,ham
False,False,80,0,0,ham
False,False,34,4,0,ham
False,False,290,9,0,ham
False,False,25,4,0,ham
False,False,5,2,0,ham
False,False,63,0,0,ham
False,False,74,3,1,spam
False,False,155,7,0,spam
False,False,81,0,0,spam
False,False,138,8,0,spam
False,False,164,12,1,spam
False,False,153,11,0,ham
False,False,104,6,0,ham
False,False,82,1,0,ham
False,False,74,2,0,ham
False,False,15,4,0,ham
False,False,77,5,0,ham
False,False,37,0,0,ham
False,True,129,5,0,ham
False,False,54,1,0,ham
False,False,63,4,0,ham
False,False,66,2,0,ham
False,False,134,3,3,spam
False,False,329,9,1,ham
False,False,40,3,0,ham
False,False,86,6,0,ham
False,False,82,3,0,ham
False,False,24,2,0,ham
False,True,111,6,0,ham
False,False,156,3,0,ham
False,False,36,5,0,ham
False,False,35,1,0,ham
False,False,112,1,0,ham
False,False,72,8,0,ham
False,False,61,3,0,ham
False,False,27,0,0,ham
False,False,30,0,0,ham
False,True,46,1,0,ham
False,False,32,0,0,ham
False,False,43,1,0,ham
False,True,161,10,2,spam
False,False,154,18,2,ham
False,False,55,1,0,ham
False,False,27,3,0,ham
False,False,35,0,0,ham
False,False,41,5,0,ham
False,False,70,4,0,ham
False,False,115,4,0,ham
False,False,68,7,0,ham
False,False,29,0,0,ham
False,False,27,1,0,ham
False,False,34,1,0,ham
False,False,66,7,0,ham
False,False,25,2,0,ham
False,False,139,10,0,ham
False,False,150,9,0,ham
False,False,49,3,0,ham
False,False,19,3,0,ham
False,False,40,2,0,ham
False,True,145,3,0,spam
False,False,113,7,0,ham
False,False,48,6,0,ham
False,False,51,2,0,ham
False,False,156,3,0,ham
False,False,33,2,0,ham
False,False,157,2,0,ham
True,False,163,9,0,spam
False,False,32,3,0,ham
False,False,46,2,0,ham
False,False,142,4,2,ham
False,False,126,3,3,spam
False,False,40,3,0,ham
False,False,117,5,0,ham
False,False,90,5,1,ham
False,False,52,2,0,ham
False,False,180,15,0,ham
False,False,39,1,0,ham
False,False,87,3,0,ham
False,False,47,3,0,ham
False,False,70,1,0,ham
False,False,121,3,0,ham
False,False,14,3,0,ham
False,False,135,4,0,spam
False,False,142,3,0,ham
False,False,134,13,0,spam
False,False,23,2,0,ham
False,False,64,3,0,ham
False,False,147,8,0,spam
False,False,144,9,2,spam
False,False,25,1,0,ham
False,False,45,2,0,ham
False,False,36,1,0,ham
False,False,107,2,0,ham
False,False,38,0,0,ham
False,False,142,3,0,ham
False,False,51,4,0,ham
False,False,163,3,0,ham
False,True,156,3,1,spam
False,False,146,8,0,ham
False,False,27,4,0,ham
False,False,41,3,0,ham
False,False,25,8,0,ham
False,False,151,9,0,ham
False,False,85,4,0,ham
False,False,30,1,0,ham
False,False,72,6,0,spam
False,False,60,5,0,ham
False,False,74,4,0,ham
False,False,61,4,0,ham
False,False,22,1,0,ham
False,False,408,6,0,ham
False,False,56,2,0,ham
False,False,31,3,0,ham
False,False,45,0,0,ham
False,False,138,7,1,ham
False,False,22,0,0,ham
False,False,38,7,0,ham
False,False,53,3,0,ham
False,True,132,3,0,spam
False,False,93,8,0,ham
False,False,283,8,0,ham
False,True,81,2,0,spam
False,False,36,0,0,ham
False,False,60,0,0,ham
False,False,36,3,0,ham
False,False,154,8,0,ham
False,False,103,2,0,ham
False,False,65,3,0,ham
False,False,149,4,0,ham
False,False,200,9,1,ham
False,False,26,1,0,ham
False,False,128,5,0,ham
False,False,31,1,1,ham
False,False,69,10,0,ham
False,False,39,7,0,ham
False,False,83,7,0,ham
False,False,42,2,0,ham
False,False,35,3,0,ham
False,False,23,1,0,ham
False,False,41,1,0,ham
False,False,72,6,0,ham
False,False,66,4,0,ham
False,False,43,5,0,ham
False,False,46,2,1,ham
False,False,116,7,0,ham
False,False,56,1,0,ham
False,False,55,3,0,ham
False,True,137,10,0,spam
False,False,166,14,0,ham
False,False,29,1,0,ham
False,False,96,2,0,ham
False,False,36,2,0,ham
False,False,49,2,0,ham
False,False,61,3,0,ham
False,False,39,0,0,ham
False,False,141,2,0,ham
False,False,30,0,0,ham
False,False,34,2,0,ham
False,False,31,1,0,ham
False,False,73,0,0,ham
False,False,25,2,0,ham
False,True,163,10,2,spam
False,False,29,1,0,ham
False,False,379,15,0,ham
False,False,69,3,0,ham
False,False,26,5,0,ham
False,False,36,3,0,ham
False,False,275,30,1,ham
False,False,67,2,0,ham
False,False,50,1,0,ham
False,False,89,10,0,ham
False,False,149,6,1,spam
False,False,237,6,0,ham
False,True,236,6,0,ham
False,False,95,4,0,ham
False,False,85,3,0,ham
False,False,44,0,1,ham
False,False,97,3,0,ham
False,False,23,1,0,ham
False,True,145,16,0,ham
False,False,26,0,0,ham
False,False,160,4,0,ham
False,False,97,2,0,ham
False,False,39,12,0,ham
False,True,47,2,0,spam
False,False,24,1,0,ham
False,False,65,3,0,spam
False,False,33,2,0,ham
False,False,76,3,0,ham
False,False,49,3,0,ham
False,False,15,1,0,ham
False,False,22,0,0,ham
False,False,51,5,0,ham
False,False,28,4,0,ham
False,False,69,2,0,ham
False,False,159,3,0,ham
False,False,44,4,0,ham
False,False,24,1,0,ham
False,False,20,2,0,ham
False,False,126,3,0,ham
False,False,41,2,0,ham
False,False,40,0,0,ham
False,False,162,7,0,ham
False,False,171,9,0,ham
False,False,28,0,0,ham
False,False,62,9,0,ham
False,False,71,2,0,ham
False,False,109,3,0,ham
False,False,135,2,0,ham
False,False,2,0,0,ham
False,False,127,8,1,spam
False,False,158,10,2,spam
False,False,17,1,0,ham
False,False,21,2,0,ham
False,False,25,1,0,ham
False,False,23,1,0,ham
False,False,74,5,0,ham
False,False,73,2,1,spam
False,False,26,1,0,ham
False,False,153,10,0,ham
False,False,24,1,0,ham
False,False,34,1,0,ham
False,False,62,2,0,ham
False,False,132,9,0,ham
False,False,43,2,0,ham
False,True,51,0,0,spam
False,False,42,5,0,ham
False,False,58,1,0,ham
False,True,161,10,2,spam
False,False,125,10,0,ham
False,False,94,4,0,ham
False,False,104,4,0,ham
False,False,94,2,0,ham
False,False,39,4,0,ham
False,False,26,0,1,ham
False,False,60,2,0,ham
False,False,24,4,0,ham
False,False,158,2,0,ham
False,True,164,11,1,spam
False,False,58,5,0,ham
False,False,120,4,0,ham
False,False,47,2,0,ham
False,False,110,7,0,ham
False,False,205,4,0,ham
False,False,73,3,0,ham
False,False,160,3,1,spam
False,False,31,2,0,ham
False,False,29,0,0,ham
False,False,152,7,0,ham
False,False,42,2,0,ham
False,False,48,4,0,ham
False,False,137,5,0,ham
False,False,105,7,0,ham
False,False,155,8,0,ham
False,False,143,4,4,spam
False,False,45,1,0,ham
False,False,35,1,0,ham
False,False,80,11,0,ham
False,False,159,6,0,ham
False,False,132,6,1,ham
False,False,49,1,0,ham
False,False,73,1,0,ham
False,True,168,8,0,ham
False,False,50,3,0,ham
False,False,139,8,0,ham
False,False,120,12,0,ham
False,False,54,1,0,ham
False,False,151,5,7,ham
False,False,23,0,0,ham
False,False,52,2,0,ham
False,False,90,3,0,ham
False,False,23,3,0,ham
False,False,24,4,0,ham
False,False,156,4,0,ham
False,False,25,1,0,ham
False,False,73,8,0,ham
False,False,34,0,0,ham
False,False,158,17,0,ham
False,False,208,15,0,ham
False,False,56,0,0,ham
False,False,112,3,0,ham
False,False,35,0,0,ham
False,True,156,7,2,spam
False,False,38,1,0,ham
False,False,30,1,0,ham
False,False,148,8,2,spam
False,False,24,6,0,ham
False,False,48,7,0,ham
False,True,115,1,1,spam
False,True,159,7,0,spam
False,True,152,6,2,spam
False,False,34,2,0,ham
False,False,142,22,0,ham
False,False,75,2,0,ham
False,False,95,6,0,ham
False,True,128,11,0,spam
False,False,77,3,0,ham
False,False,158,5,0,spam
False,False,160,12,2,spam
False,False,79,2,0,ham
False,False,229,5,0,ham
False,False,44,1,0,ham
False,False,117,6,0,ham
False,True,157,6,2,spam
False,False,70,1,0,ham
False,False,53,3,0,ham
False,False,106,2,0,ham
False,False,30,0,0,ham
False,False,86,2,0,ham
False,False,38,4,0,ham
False,False,67,4,0,ham
False,False,39,1,0,ham
False,True,97,0,0,ham
False,True,144,7,1,spam
False,False,30,2,0,ham
False,False,73,2,0,ham
False,False,35,2,0,ham
False,False,72,3,1,ham
False,False,134,20,0,ham
False,False,106,2,0,ham
False,False,35,5,0,ham
False,False,22,1,0,ham
False,False,31,1,0,ham
False,False,21,2,0,ham
False,False,54,2,0,ham
False,False,29,0,0,ham
False,False,101,4,0,ham
False,False,108,3,0,spam
False,False,26,3,0,ham
False,False,89,5,0,ham
False,False,75,9,0,ham
False,False,34,3,0,ham
False,False,27,0,0,ham
False,False,34,2,0,ham
False,False,37,1,0,ham
False,False,170,11,0,ham
False,False,52,2,0,ham
False,False,24,2,0,ham
False,False,54,7,0,ham
False,True,141,2,0,spam
False,True,167,2,0,spam
False,False,56,2,0,ham
False,False,41,2,0,ham
False,False,89,2,0,ham
False,False,34,2,0,ham
False,False,43,1,0,ham
False,False,43,2,0,ham
False,False,45,7,0,ham
False,False,26,1,0,ham
False,False,55,1,0,ham
False,False,66,4,0,ham
False,False,55,3,0,ham
False,False,49,0,0,ham
False,False,7,1,0,ham
False,True,143,7,0,spam
False,False,27,1,0,ham
False,False,28,0,0,ham
False,False,33,1,0,ham
False,True,155,0,0,spam
False,False,157,5,1,ham
False,False,38,2,0,ham
False,False,159,6,0,ham
False,False,135,15,0,ham
False,True,160,2,0,spam
False,False,22,1,0,ham
False,False,48,2,0,ham
False,False,32,1,0,ham
False,False,80,2,0,ham
False,False,26,2,0,ham
False,False,136,9,0,spam
False,False,106,6,0,ham
False,False,51,1,0,ham
False,False,56,2,0,ham
False,False,13,3,0,ham
False,False,33,1,0,ham
False,False,30,3,0,ham
False,False,31,1,0,ham
False,False,35,3,0,ham
False,False,24,4,0,ham
False,False,26,1,0,ham
False,False,49,0,2,ham
False,False,69,6,0,ham
False,False,59,3,0,ham
False,True,64,2,0,ham
False,False,152,5,0,spam
False,False,115,9,0,ham
False,False,25,2,0,ham
False,False,160,8,0,spam
False,False,28,3,0,ham
False,False,36,3,0,ham
False,False,55,1,0,ham
False,False,36,4,0,ham
False,False,66,4,0,ham
False,False,25,1,0,ham
False,False,37,1,0,ham
False,False,44,1,0,ham
False,False,160,14,0,ham
False,False,63,7,0,ham
False,False,33,1,0,ham
False,False,17,3,0,ham
False,False,40,3,0,ham
False,False,43,2,0,ham
False,False,10,0,0,ham
False,False,51,4,0,ham
False,False,154,6,0,ham
False,False,113,6,0,ham
False,False,147,4,0,ham
False,False,156,8,2,spam
False,False,50,1,0,ham
False,False,70,2,0,ham
False,False,26,3,0,ham
False,False,9,0,0,ham
False,True,132,10,0,spam
False,True,22,0,0,ham
False,False,10,3,0,ham
False,False,124,18,0,ham
False,False,32,1,0,ham
False,False,24,3,0,ham
False,False,95,5,0,ham
False,False,35,1,0,ham
False,False,59,3,0,ham
False,False,73,3,0,ham
False,False,88,12,1,ham
False,False,77,6,0,ham
False,False,64,3,0,ham
False,False,82,0,0,ham
False,False,57,6,0,ham
False,False,26,4,0,ham
False,False,112,6,0,ham
False,False,77,4,0,ham
False,False,53,2,0,ham
False,False,102,15,0,ham
False,False,83,7,0,ham
False,False,42,6,0,ham
False,False,59,10,0,ham
False,False,32,2,0,ham
False,False,153,7,2,spam
False,False,70,3,0,ham
False,False,70,1,0,ham
False,True,143,6,0,spam
False,False,124,10,0,ham
False,False,21,2,0,ham
False,False,77,3,0,ham
False,False,25,4,0,ham
False,False,38,3,0,ham
False,False,75,14,0,ham
False,True,154,8,0,spam
False,False,36,3,0,ham
False,False,48,1,0,ham
False,False,175,9,0,ham
False,False,237,7,1,ham
False,False,23,0,0,ham
False,False,101,6,0,ham
False,False,62,2,0,ham
False,False,37,3,0,ham
False,False,52,2,0,ham
False,False,20,4,0,ham
False,False,106,4,0,spam
False,False,42,1,0,ham
False,False,79,4,0,ham
False,False,133,8,1,ham
False,False,91,5,1,ham
False,False,99,2,0,ham
False,False,160,18,0,spam
False,False,62,0,0,ham
False,True,155,12,0,spam
False,False,34,4,0,ham
False,False,40,2,0,ham
False,False,157,12,0,ham
False,False,133,3,0,ham
False,False,145,4,2,spam
False,True,140,2,1,spam
False,False,56,3,0,ham
False,False,97,12,0,ham
False,False,31,1,0,ham
False,False,26,2,0,ham
False,False,83,6,0,ham
False,False,76,1,0,ham
False,False,22,1,0,ham
False,False,89,1,0,spam
False,False,42,1,0,ham
False,False,120,3,0,ham
False,False,62,2,0,ham
False,False,24,4,0,ham
False,False,158,10,0,ham
False,False,46,1,0,ham
False,False,61,3,0,ham
False,False,156,6,0,ham
False,False,53,4,0,ham
False,False,73,2,0,ham
False,False,87,1,0,ham
False,False,74,1,0,ham
False,False,58,0,0,ham
False,False,80,3,0,ham
False,False,32,2,0,ham
False,False,147,4,0,ham
False,False,51,2,0,ham
False,True,148,6,4,spam
False,False,45,0,0,ham
False,False,33,1,0,ham
False,False,157,10,0,ham
False,False,56,1,0,ham
False,False,68,4,0,ham
False,False,22,3,0,ham
False,False,22,3,0,ham
False,False,84,3,0,ham
False,False,43,2,0,ham
False,False,62,0,0,ham
False,True,137,2,1,spam
False,False,158,7,2,spam
False,False,46,2,0,ham
False,False,47,1,0,ham
False,False,151,4,0,ham
False,False,240,5,0,ham
False,False,45,2,0,ham
False,False,30,0,0,ham
False,False,126,2,0,ham
False,False,32,1,0,ham
False,False,43,1,0,ham
False,True,153,9,0,spam
False,False,110,5,0,ham
False,False,201,3,0,ham
False,True,151,3,0,ham
False,False,86,9,0,ham
False,False,46,2,0,ham
False,False,41,5,0,ham
False,False,84,2,0,ham
False,False,33,3,0,ham
False,False,98,9,0,ham
False,False,86,2,0,ham
False,False,15,2,0,ham
False,False,37,4,0,ham
False,False,69,3,0,spam
False,False,42,4,0,ham
False,True,153,6,0,spam
False,False,7,6,0,ham
False,False,111,13,0,ham
False,False,42,2,0,ham
False,False,29,1,0,ham
False,False,68,5,0,ham
False,False,62,1,0,ham
False,False,69,1,0,ham
False,False,139,15,0,ham
False,False,38,16,0,ham
False,False,46,2,0,ham
False,False,154,13,1,spam
False,False,29,1,0,ham
False,False,121,5,1,ham
False,False,33,2,0,ham
False,False,42,5,0,ham
False,False,89,2,0,ham
False,False,74,2,0,ham
False,False,135,9,0,spam
False,False,71,8,0,ham
False,False,45,2,0,ham
False,False,37,1,0,ham
False,True,137,3,0,spam
False,False,33,1,0,ham
False,False,54,0,0,ham
False,False,69,2,0,ham
False,False,43,2,0,ham
False,False,81,8,0,ham
False,False,53,3,0,ham
False,False,76,3,0,ham
False,False,22,0,0,ham
False,False,27,2,0,ham
False,False,109,2,0,ham
False,False,12,3,0,ham
False,False,44,2,0,ham
False,False,58,2,0,ham
False,False,5,3,0,ham
False,False,121,4,0,ham
False,False,79,7,0,ham
False,False,22,2,0,ham
False,True,159,8,0,spam
False,False,95,8,0,spam
False,False,58,6,0,ham
False,False,40,1,0,ham
False,False,297,26,0,ham
False,False,39,1,0,ham
False,False,92,8,0,ham
False,False,158,16,0,ham
False,False,82,4,0,ham
False,False,35,2,0,ham
False,False,68,4,0,ham
False,False,27,3,0,ham
False,False,32,0,0,ham
False,False,85,3,0,ham
False,False,137,13,0,spam
False,False,126,7,0,ham
False,True,147,6,3,spam
False,False,75,2,0,ham
False,False,92,1,0,ham
False,False,27,1,0,ham
False,False,35,1,0,ham
False,False,145,14,0,ham
False,False,113,1,0,ham
False,False,31,1,0,ham
False,False,22,0,1,ham
False,False,152,2,0,spam
False,False,166,5,0,ham
False,False,276,19,0,ham
False,False,171,10,0,ham
False,False,76,2,0,ham
False,False,158,5,0,ham
False,False,22,0,0,ham
False,False,24,0,0,ham
False,False,132,3,0,spam
False,False,44,3,0,ham
False,False,51,1,0,ham
False,False,44,2,0,ham
False,False,47,1,0,ham
False,True,147,6,3,spam
False,False,44,2,0,ham
False,False,134,3,4,spam
False,False,34,4,0,ham
False,False,415,28,0,ham
False,True,181,13,0,spam
False,False,32,0,0,ham
False,False,22,1,0,ham
False,False,40,4,0,ham
False,False,24,1,0,ham
False,False,160,3,1,ham
False,False,80,0,0,ham
False,False,27,1,0,ham
False,False,155,4,0,spam
False,False,237,15,0,ham
False,False,134,5,0,ham
False,False,33,1,0,ham
False,True,153,7,2,spam
False,False,80,0,0,ham
False,False,45,3,0,ham
False,False,48,2,0,ham
False,False,148,11,0,ham
False,False,156,6,0,ham
False,False,38,6,0,ham
False,False,49,3,0,ham
False,False,38,4,0,ham
False,False,48,2,0,ham
False,False,22,3,0,ham
False,False,104,1,0,ham
False,False,159,10,0,spam
False,False,124,3,0,spam
False,True,149,10,0,ham
False,False,37,6,0,ham
False,False,22,1,0,ham
False,False,33,2,0,ham
False,False,83,4,0,ham
False,False,24,7,0,ham
False,False,38,0,0,ham
False,False,129,1,0,ham
False,False,85,7,0,ham
False,False,50,4,0,ham
False,False,87,2,0,ham
False,False,106,12,1,ham
False,False,95,4,0,ham
False,False,86,3,0,ham
False,False,107,2,0,ham
False,False,40,1,0,ham
False,True,122,3,0,spam
False,False,137,5,0,spam
False,False,33,0,0,ham
False,True,146,1,0,ham
False,False,136,2,0,ham
False,True,140,3,1,spam
False,False,100,3,0,ham
False,False,64,4,0,ham
False,False,73,2,0,ham
False,False,146,8,0,ham
False,False,39,4,0,ham
False,False,32,2,0,ham
False,False,65,4,0,ham
False,False,41,8,0,ham
False,False,152,4,0,ham
False,False,9,3,0,ham
False,False,34,3,0,ham
True,False,153,9,0,spam
False,False,66,2,0,ham
False,True,161,5,1,spam
False,False,139,4,0,spam
False,False,133,14,0,ham
False,False,125,3,0,ham
False,False,132,5,0,ham
False,False,44,4,0,ham
False,False,42,4,0,ham
False,False,142,5,0,ham
False,False,62,5,0,ham
False,False,54,4,0,ham
False,False,54,4,0,ham
False,False,54,4,0,ham
False,False,94,4,0,ham
False,False,111,5,0,ham
False,False,22,1,0,ham
False,False,22,1,0,ham
False,False,57,8,0,ham
False,False,24,1,0,ham
False,False,138,12,0,spam
False,False,38,2,0,ham
False,False,32,4,0,ham
False,False,70,5,0,ham
False,False,25,12,0,ham
False,False,96,4,0,ham
False,True,179,2,0,spam
False,False,103,8,0,ham
False,False,27,4,0,ham
False,False,9,1,0,ham
False,False,42,1,0,ham
False,False,61,1,0,ham
False,False,51,1,0,ham
False,False,28,4,0,ham
False,False,22,2,0,ham
False,False,26,3,0,ham
False,False,78,2,0,ham
False,False,51,2,0,ham
False,False,42,1,0,ham
False,True,172,4,0,spam
False,False,247,17,0,ham
False,False,81,2,0,ham
False,False,15,0,0,ham
False,False,28,2,0,ham
False,False,28,0,0,ham
False,True,78,5,0,ham
False,False,60,8,0,ham
False,True,158,2,1,spam
False,False,59,1,0,ham
False,False,59,2,0,ham
False,False,146,15,0,ham
False,True,73,0,0,ham
False,False,51,4,0,ham
False,False,154,8,2,spam
False,False,152,8,0,ham
False,False,31,2,0,ham
False,False,66,4,0,ham
False,False,19,3,0,ham
False,False,57,1,0,ham
False,False,100,1,0,ham
False,False,22,1,0,ham
False,False,44,0,0,ham
False,False,146,9,0,spam
False,False,133,9,0,spam
False,False,67,1,0,ham
False,False,126,6,0,spam
False,False,84,2,0,ham
False,False,48,4,0,ham
False,False,43,4,0,ham
False,False,69,3,0,ham
False,False,27,0,0,ham
False,False,72,2,0,ham
False,False,149,7,1,spam
False,False,28,3,0,ham
False,False,133,3,0,ham
False,False,98,1,0,ham
False,False,135,12,0,spam
False,False,70,3,0,ham
False,False,109,7,0,spam
False,False,41,1,0,ham
False,False,111,6,0,ham
False,False,97,1,0,ham
False,False,89,5,0,ham
False,False,31,2,0,ham
False,False,89,2,0,ham
False,False,142,5,0,ham
False,False,43,0,0,ham
False,False,46,4,0,ham
False,False,111,15,0,ham
False,False,27,3,0,ham
False,False,159,6,1,spam
False,False,175,6,0,ham
False,False,42,1,0,ham
False,False,138,14,0,ham
False,False,50,5,0,ham
False,False,145,2,1,spam
False,False,30,0,0,ham
False,False,49,4,0,ham
False,False,91,5,0,ham
False,False,36,3,0,ham
False,False,30,6,0,ham
False,False,63,13,0,ham
False,False,119,4,0,ham
False,True,133,3,0,spam
False,False,26,0,0,ham
False,False,82,11,0,ham
False,False,160,5,1,spam
False,False,23,1,0,ham
False,False,139,6,2,spam
False,False,53,10,1,ham
False,False,66,7,0,ham
False,True,134,2,1,spam
False,False,62,6,0,ham
False,False,74,6,0,ham
False,True,158,4,1,spam
False,False,93,3,0,ham
False,False,29,1,0,ham
False,False,43,2,0,ham
False,False,123,5,0,ham
False,False,256,19,0,ham
False,False,53,5,0,ham
False,False,21,3,0,ham
False,False,51,2,0,ham
False,False,85,4,0,ham
False,False,94,4,0,ham
False,False,22,1,0,ham
False,False,31,1,0,ham
False,False,24,2,0,ham
False,False,46,1,0,ham
False,False,65,7,0,ham
False,False,32,2,0,ham
False,False,120,6,0,ham
False,False,36,3,0,ham
False,False,71,7,0,ham
False,False,70,0,0,ham
False,False,149,6,0,spam
False,False,166,6,0,ham
False,False,32,2,0,ham
False,False,41,2,0,ham
False,True,153,3,0,spam
False,False,98,1,0,ham
False,False,446,21,2,ham
False,False,150,17,0,ham
False,False,47,1,0,ham
False,False,57,0,1,ham
False,False,154,8,0,ham
False,False,33,1,0,ham
False,False,47,1,0,spam
False,False,27,4,0,ham
False,True,159,4,0,spam
False,False,91,2,0,ham
False,False,39,3,0,ham
False,True,156,8,1,spam
False,False,53,2,0,ham
False,False,88,11,0,ham
False,False,28,1,0,ham
False,False,43,1,0,ham
False,False,44,1,0,spam
False,False,32,7,0,ham
False,False,71,5,0,ham
False,False,30,1,0,ham
False,False,154,4,0,ham
False,False,107,13,0,ham
False,False,101,3,0,ham
False,False,31,1,0,ham
False,False,49,1,0,ham
False,False,281,30,1,ham
False,False,37,1,0,ham
False,False,70,5,0,ham
False,False,114,9,0,ham
False,False,116,7,0,ham
False,False,47,3,0,ham
False,False,27,2,0,ham
False,False,87,1,0,ham
False,False,166,12,1,spam
False,False,88,7,0,ham
False,False,228,6,0,ham
False,False,102,2,0,ham
False,True,162,7,3,spam
False,False,133,3,0,ham
False,False,88,0,0,ham
False,False,36,4,0,ham
False,False,77,11,0,ham
False,False,104,4,0,ham
False,False,157,4,1,spam
False,False,87,7,0,ham
False,False,28,2,0,ham
False,False,130,8,0,ham
False,False,79,3,0,ham
False,False,184,6,0,ham
False,False,53,1,0,ham
False,False,31,6,0,ham
False,False,85,2,0,ham
False,False,77,3,0,ham
False,False,23,3,0,ham
False,False,76,2,1,ham
False,False,28,0,0,ham
False,False,30,4,0,ham
False,True,75,3,0,ham
False,False,36,3,0,ham
False,False,23,0,0,ham
False,True,160,9,2,spam
False,False,41,2,0,ham
False,False,99,4,0,ham
False,False,24,0,0,ham
False,False,73,2,0,ham
False,False,24,2,0,ham
False,False,87,4,0,ham
False,False,28,2,0,ham
False,False,46,3,0,ham
False,False,4,1,0,ham
False,False,55,2,0,ham
False,False,93,6,0,ham
False,False,70,3,0,ham
False,False,86,4,1,ham
False,False,119,5,0,spam
False,False,101,4,0,ham
False,False,157,12,0,ham
False,False,49,5,0,ham
False,False,25,2,0,ham
False,False,35,1,0,ham
False,False,48,3,0,ham
False,False,43,0,0,ham
False,False,27,0,0,ham
False,False,18,1,0,ham
False,False,4,0,0,ham
False,True,142,6,0,spam
False,True,156,2,0,spam
False,False,22,2,0,ham
False,False,69,9,0,ham
False,False,37,3,0,ham
False,False,39,6,0,ham
False,False,134,3,0,ham
False,True,150,3,1,spam
False,False,91,3,0,ham
False,False,116,5,0,ham
False,False,42,2,0,ham
False,False,151,7,0,spam
False,False,166,12,1,spam
False,False,40,1,0,ham
False,False,23,2,0,ham
False,False,61,4,0,ham
False,True,160,3,3,spam
False,False,43,5,0,ham
False,False,109,14,0,ham
False,False,30,2,0,ham
False,False,329,6,0,ham
False,False,91,1,0,ham
False,False,31,1,0,ham
False,False,29,3,0,ham
False,False,22,1,0,ham
False,False,136,12,0,spam
False,False,40,3,0,ham
False,False,29,1,0,ham
False,False,38,1,0,ham
False,False,41,0,0,ham
False,False,51,1,0,ham
False,False,35,0,0,ham
False,False,89,6,0,ham
False,False,51,6,0,ham
False,False,40,1,0,ham
False,False,110,7,0,ham
False,False,141,2,1,ham
False,False,45,8,0,ham
False,False,71,3,0,ham
False,False,146,11,0,spam
False,False,35,1,0,ham
False,False,29,2,0,ham
False,False,143,3,1,ham
False,True,160,2,0,spam
False,False,48,2,0,ham
False,False,21,2,0,ham
False,False,98,2,0,ham
False,False,136,12,0,ham
False,True,155,1,1,spam
False,False,32,0,0,ham
False,False,43,3,0,ham
False,False,48,5,0,ham
False,False,25,0,0,ham
False,False,19,3,0,ham
False,False,133,18,0,ham
False,False,66,3,0,ham
False,False,58,4,0,ham
False,False,119,6,0,ham
False,False,53,10,1,ham
False,False,38,4,0,ham
False,False,45,2,0,ham
False,True,128,7,0,spam
False,False,99,4,0,ham
False,False,77,2,0,ham
False,False,55,0,0,ham
False,False,23,0,0,ham
False,False,21,6,0,ham
False,False,33,2,0,ham
False,False,46,9,0,ham
False,False,23,2,0,ham
False,False,82,1,0,ham
False,False,127,10,0,ham
False,False,74,2,0,ham
False,False,23,2,0,ham
False,False,65,2,0,ham
False,False,275,30,1,ham
False,False,26,2,0,ham
False,False,152,1,0,ham
False,False,47,2,0,ham
False,False,3,1,0,ham
False,False,145,9,2,spam
False,False,51,3,0,ham
False,False,45,1,0,ham
False,False,152,8,0,ham
False,False,42,4,0,ham
False,False,101,6,0,ham
False,False,29,1,0,ham
False,False,63,2,0,ham
False,False,168,15,0,ham
False,False,145,4,2,spam
False,False,109,25,0,ham
False,False,35,7,0,ham
False,False,38,4,0,ham
False,False,49,0,0,ham
False,False,31,1,0,ham
False,False,24,0,0,ham
False,True,157,8,1,spam
False,False,40,4,0,ham
False,False,113,25,0,ham
False,False,119,9,0,ham
False,False,50,3,0,ham
False,False,23,1,0,ham
False,False,47,5,0,ham
False,True,156,9,0,spam
False,False,38,0,0,ham
False,True,159,4,0,spam
False,False,51,1,0,ham
False,False,32,0,0,ham
False,False,125,5,0,ham
False,False,36,1,0,ham
False,False,55,3,0,ham
False,False,23,1,0,ham
False,False,35,0,0,ham
False,False,87,8,0,ham
False,False,71,6,0,ham
False,False,94,6,0,ham
False,False,97,4,0,ham
False,False,51,0,0,ham
False,False,23,1,0,ham
False,False,162,8,0,ham
False,False,82,4,0,ham
False,False,32,2,0,ham
False,False,146,8,0,ham
False,False,121,12,0,ham
False,False,40,1,0,ham
False,True,158,3,2,spam
False,False,27,2,0,ham
False,False,28,4,0,ham
False,False,97,3,0,ham
False,False,159,10,0,ham
False,False,28,1,0,ham
False,False,36,1,0,ham
